Order_ID,Order_Date,Region,State,City,Salesperson,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Customer_Segment,Payment_Mode
ORD-0246,2025-10-17,West,Gujarat,Surat,Rohan,Electronics,Accessories,Power Bank,3,1800,0.1,4860.0,3630.17,1229.83,Small Business,Credit Card
ORD-0595,2025-10-17,South,Kerala,Kozhikode,Meera,Electronics,Laptops,Business Laptop,2,68000,0.0,136000.0,87340.17,48659.83,Small Business,Debit Card
ORD-0093,2025-10-19,West,Gujarat,Ahmedabad,Kabir,Furniture,Tables,Office Desk,2,14500,0.0,29000.0,22688.65,6311.35,Consumer,Credit Card
ORD-0384,2025-10-20,North,Haryana,Gurugram,Rohan,Electronics,Laptops,Laptop Pro,7,82000,0.0,574000.0,418077.37,155922.63,Consumer,Credit Card
ORD-0198,2025-10-21,West,Gujarat,Surat,Ananya,Furniture,Storage,Bookshelf,7,8500,0.1,53550.0,33934.64,19615.36,Consumer,Cash
ORD-0397,2025-10-21,West,Gujarat,Surat,Kabir,Home Appliances,Kitchen,Mixer Grinder,1,4200,0.15,3570.0,2696.02,873.98,Consumer,Debit Card
ORD-0267,2025-10-21,North,Punjab,Amritsar,Ishita,Furniture,Storage,Bookshelf,2,8500,0.1,15300.0,9742.62,5557.38,Small Business,Credit Card
ORD-0313,2025-10-22,South,Karnataka,Bengaluru,Meera,Office Supplies,Stationery,Stapler,1,280,0.1,252.0,207.97,44.03,Small Business,Credit Card
ORD-0070,2025-10-23,West,Gujarat,Surat,Meera,Home Appliances,Cooling,Air Cooler,2,12500,0.0,25000.0,15865.73,9134.27,Corporate,Net Banking
ORD-0300,2025-10-26,North,Haryana,Gurugram,Meera,Home Appliances,Cooling,Room Heater,7,4800,0.05,31920.0,19901.45,12018.55,Small Business,Credit Card
ORD-0532,2025-10-27,South,Karnataka,Mysuru,Diya,Electronics,Mobiles,Smartphone Pro,3,42000,0.05,119700.0,88577.3,31122.7,Consumer,UPI
ORD-0559,2025-10-27,South,Karnataka,Bengaluru,Kabir,Electronics,Laptops,Business Laptop,6,68000,0.1,367200.0,284936.97,82263.03,Small Business,UPI
ORD-0533,2025-10-28,East,Odisha,Cuttack,Ananya,Furniture,Chairs,Visitor Chair,5,3200,0.1,14400.0,11677.82,2722.18,Corporate,UPI
ORD-0210,2025-10-29,East,Jharkhand,Jamshedpur,Ananya,Furniture,Tables,Conference Table,7,28000,0.0,196000.0,154427.26,41572.74,Small Business,Net Banking
ORD-0179,2025-10-29,South,Telangana,Hyderabad,Meera,Electronics,Accessories,Smart Watch,5,6500,0.15,27625.0,19926.43,7698.57,Corporate,UPI
ORD-0362,2025-10-29,North,Punjab,Ludhiana,Aarav,Furniture,Tables,Study Table,7,6500,0.15,38675.0,25144.93,13530.07,Consumer,UPI
ORD-0119,2025-10-30,East,Odisha,Rourkela,Meera,Electronics,Mobiles,Smartphone Pro,4,42000,0.0,168000.0,131187.74,36812.26,Small Business,Cash
ORD-0136,2025-11-01,West,Maharashtra,Pune,Aarav,Electronics,Mobiles,Budget Phone,5,14000,0.05,66500.0,49035.28,17464.72,Corporate,Credit Card
ORD-0083,2025-11-01,South,Kerala,Kochi,Rohan,Furniture,Storage,Storage Unit,3,11500,0.05,32775.0,23696.69,9078.31,Consumer,Net Banking
ORD-0195,2025-11-01,South,Karnataka,Mysuru,Kabir,Office Supplies,Writing,Ball Pen Set,2,250,0.0,500.0,389.77,110.23,Consumer,Net Banking
ORD-0390,2025-11-02,North,Delhi,Gurugram,Ananya,Office Supplies,Paper,Photo Paper,7,900,0.0,6300.0,4742.02,1557.98,Consumer,Net Banking
ORD-0475,2025-11-04,West,Maharashtra,Mumbai,Ananya,Furniture,Storage,Storage Unit,3,11500,0.15,29325.0,23555.2,5769.8,Small Business,Debit Card
ORD-0550,2025-11-06,North,Uttar Pradesh,Kanpur,Ananya,Office Supplies,Paper,A4 Paper Pack,4,450,0.0,1800.0,1236.28,563.72,Consumer,UPI
ORD-0452,2025-11-06,East,Odisha,Rourkela,Diya,Home Appliances,Cooling,Air Cooler,1,12500,0.0,12500.0,10452.53,2047.47,Consumer,Debit Card
ORD-0396,2025-11-10,East,Jharkhand,Ranchi,Ananya,Electronics,Laptops,Laptop Air,2,58000,0.0,116000.0,92341.27,23658.73,Consumer,Net Banking
ORD-0287,2025-11-11,South,Kerala,Kozhikode,Rohan,Electronics,Accessories,Power Bank,6,1800,0.1,9720.0,8101.2,1618.8,Small Business,Credit Card
ORD-0389,2025-11-12,East,West Bengal,Durgapur,Meera,Electronics,Mobiles,Smartphone Pro,3,42000,0.05,119700.0,85471.43,34228.57,Corporate,Net Banking
ORD-0126,2025-11-13,East,Odisha,Cuttack,Kabir,Home Appliances,Cleaning,Steam Mop,7,5200,0.1,32760.0,27169.21,5590.79,Small Business,Credit Card
ORD-0471,2025-11-14,North,Uttar Pradesh,Kanpur,Meera,Electronics,Mobiles,Smartphone X,1,28000,0.0,28000.0,20340.58,7659.42,Consumer,Net Banking
ORD-0243,2025-11-16,East,Odisha,Bhubaneswar,Ishita,Home Appliances,Cleaning,Steam Mop,5,5200,0.0,26000.0,21108.12,4891.88,Corporate,Net Banking
ORD-0214,2025-11-16,South,Telangana,Warangal,Aarav,Electronics,Mobiles,Smartphone X,4,28000,0.0,112000.0,75400.26,36599.74,Consumer,UPI
ORD-0123,2025-11-16,East,West Bengal,Kolkata,Diya,Furniture,Storage,Bookshelf,1,8500,0.0,8500.0,5405.48,3094.52,Consumer,Debit Card
ORD-0248,2025-11-17,South,Telangana,Warangal,Aarav,Electronics,Accessories,Power Bank,6,1800,0.05,10260.0,7436.61,2823.39,Corporate,Cash
ORD-0104,2025-11-20,North,Haryana,Panipat,Diya,Furniture,Chairs,Executive Chair,1,12500,0.0,12500.0,8725.21,3774.79,Consumer,UPI
ORD-0580,2025-11-21,South,Kerala,Kozhikode,Ishita,Electronics,Laptops,Laptop Air,4,58000,0.05,220400.0,174900.86,45499.14,Consumer,Debit Card
ORD-0545,2025-11-22,West,Maharashtra,Nagpur,Rohan,Office Supplies,Paper,Premium Paper,5,650,0.15,2762.5,2064.49,698.01,Corporate,Debit Card
ORD-0402,2025-11-22,North,Uttar Pradesh,Kanpur,Meera,Furniture,Storage,Filing Cabinet,5,9200,0.05,43700.0,30965.59,12734.41,Consumer,UPI
ORD-0273,2025-11-23,North,Uttar Pradesh,Lucknow,Aarav,Electronics,Accessories,Power Bank,2,1800,0.2,2880.0,1814.06,1065.94,Corporate,UPI
ORD-0560,2025-11-26,North,Delhi,Gurugram,Meera,Furniture,Tables,Office Desk,5,14500,0.15,61625.0,44252.61,17372.39,Small Business,Credit Card
ORD-0262,2025-11-27,South,Karnataka,Mangaluru,Meera,Office Supplies,Paper,Photo Paper,4,900,0.15,3060.0,1913.08,1146.92,Corporate,Net Banking
ORD-0524,2025-11-28,West,Maharashtra,Pune,Rohan,Electronics,Accessories,Smart Watch,6,6500,0.2,31200.0,19842.78,11357.22,Consumer,Debit Card
ORD-0422,2025-11-30,North,Haryana,Panipat,Rohan,Electronics,Mobiles,Budget Phone,5,14000,0.2,56000.0,37206.69,18793.31,Consumer,Net Banking
ORD-0317,2025-12-01,North,Uttar Pradesh,Kanpur,Ananya,Electronics,Laptops,Laptop Pro,4,82000,0.0,328000.0,256980.76,71019.24,Corporate,Cash
ORD-0055,2025-12-01,East,Odisha,Cuttack,Ananya,Furniture,Storage,Storage Unit,2,11500,0.05,21850.0,16017.75,5832.25,Consumer,Credit Card
ORD-0497,2025-12-02,North,Haryana,Panipat,Arjun,Electronics,Accessories,Power Bank,6,1800,0.15,9180.0,6550.95,2629.05,Consumer,UPI
ORD-0552,2025-12-02,North,Punjab,Amritsar,Ananya,Electronics,Accessories,Power Bank,7,1800,0.0,12600.0,8289.33,4310.67,Corporate,Net Banking
ORD-0398,2025-12-03,North,Delhi,New Delhi,Rohan,Office Supplies,Writing,Marker Set,7,320,0.0,2240.0,1726.18,513.82,Small Business,UPI
ORD-0554,2025-12-03,West,Maharashtra,Pune,Diya,Furniture,Chairs,Visitor Chair,6,3200,0.05,18240.0,12554.26,5685.74,Small Business,Net Banking
ORD-0474,2025-12-04,South,Tamil Nadu,Madurai,Meera,Office Supplies,Writing,Ball Pen Set,2,250,0.05,475.0,394.98,80.02,Consumer,Credit Card
ORD-0006,2025-12-04,South,Kerala,Kozhikode,Arjun,Office Supplies,Stationery,Calculator,7,750,0.1,4725.0,3928.64,796.36,Small Business,Credit Card
ORD-0325,2025-12-06,East,Odisha,Cuttack,Diya,Office Supplies,Stationery,Desk Organizer,4,550,0.1,1980.0,1655.93,324.07,Corporate,Credit Card
ORD-0004,2025-12-06,East,West Bengal,Kolkata,Ananya,Electronics,Mobiles,Smartphone Pro,2,42000,0.05,79800.0,49756.3,30043.7,Consumer,UPI
ORD-0576,2025-12-07,South,Kerala,Kochi,Rohan,Electronics,Laptops,Business Laptop,5,68000,0.15,289000.0,180024.42,108975.58,Corporate,Net Banking
ORD-0082,2025-12-08,South,Karnataka,Mysuru,Ananya,Office Supplies,Stationery,Stapler,4,280,0.1,1008.0,748.55,259.45,Corporate,UPI
ORD-0222,2025-12-10,South,Tamil Nadu,Chennai,Rohan,Furniture,Tables,Office Desk,3,14500,0.0,43500.0,29628.76,13871.24,Consumer,Net Banking
ORD-0141,2025-12-11,West,Gujarat,Vadodara,Ishita,Office Supplies,Writing,Notebook,1,180,0.15,153.0,123.96,29.04,Small Business,Debit Card
ORD-0409,2025-12-14,West,Gujarat,Ahmedabad,Aarav,Electronics,Accessories,Wireless Earbuds,4,2500,0.0,10000.0,6334.43,3665.57,Consumer,UPI
ORD-0527,2025-12-14,East,Jharkhand,Ranchi,Kabir,Electronics,Mobiles,Smartphone Pro,1,42000,0.15,35700.0,23907.74,11792.26,Small Business,Credit Card
ORD-0421,2025-12-15,North,Haryana,Panipat,Kabir,Office Supplies,Paper,Photo Paper,3,900,0.0,2700.0,1910.29,789.71,Small Business,UPI
ORD-0085,2025-12-15,South,Telangana,Warangal,Meera,Furniture,Chairs,Visitor Chair,7,3200,0.0,22400.0,17416.31,4983.69,Consumer,UPI
ORD-0338,2025-12-16,West,Maharashtra,Pune,Rohan,Electronics,Accessories,Wireless Earbuds,7,2500,0.05,16625.0,12755.5,3869.5,Consumer,Credit Card
ORD-0211,2025-12-20,West,Rajasthan,Jaipur,Meera,Home Appliances,Cooling,Air Cooler,6,12500,0.1,67500.0,50172.54,17327.46,Consumer,UPI
ORD-0112,2025-12-22,East,Jharkhand,Ranchi,Arjun,Electronics,Mobiles,Smartphone X,3,28000,0.05,79800.0,65804.67,13995.33,Corporate,UPI
ORD-0228,2025-12-23,North,Delhi,New Delhi,Rohan,Furniture,Storage,Storage Unit,1,11500,0.0,11500.0,8140.4,3359.6,Small Business,UPI
ORD-0269,2025-12-23,West,Goa,Margao,Aarav,Electronics,Accessories,Power Bank,2,1800,0.1,3240.0,2164.99,1075.01,Small Business,UPI
ORD-0047,2025-12-24,East,Bihar,Patna,Ananya,Office Supplies,Writing,Marker Set,7,320,0.0,2240.0,1527.26,712.74,Consumer,UPI
ORD-0057,2025-12-26,South,Telangana,Nizamabad,Ananya,Electronics,Accessories,Power Bank,3,1800,0.0,5400.0,4109.36,1290.64,Consumer,Net Banking
ORD-0135,2025-12-27,West,Goa,Panaji,Aarav,Electronics,Accessories,Power Bank,2,1800,0.0,3600.0,2366.45,1233.55,Consumer,Credit Card
ORD-0292,2025-12-27,East,Odisha,Rourkela,Aarav,Furniture,Tables,Study Table,4,6500,0.05,24700.0,16815.52,7884.48,Consumer,Credit Card
ORD-0061,2025-12-29,East,Odisha,Bhubaneswar,Arjun,Electronics,Accessories,Power Bank,7,1800,0.1,11340.0,9137.51,2202.49,Consumer,Net Banking
ORD-0381,2025-12-30,North,Haryana,Gurugram,Kabir,Electronics,Accessories,Wireless Earbuds,3,2500,0.1,6750.0,4201.78,2548.22,Consumer,UPI
ORD-0542,2025-12-31,East,West Bengal,Kolkata,Ishita,Electronics,Laptops,Laptop Pro,5,82000,0.1,369000.0,299375.46,69624.54,Consumer,Net Banking
ORD-0599,2026-01-02,North,Uttar Pradesh,Kanpur,Diya,Home Appliances,Kitchen,Electric Kettle,6,1800,0.15,9180.0,6810.66,2369.34,Small Business,UPI
ORD-0277,2026-01-03,South,Karnataka,Mangaluru,Kabir,Furniture,Storage,Filing Cabinet,4,9200,0.05,34960.0,23638.83,11321.17,Corporate,UPI
ORD-0449,2026-01-03,South,Kerala,Kochi,Rohan,Home Appliances,Cooling,Room Heater,6,4800,0.05,27360.0,19784.94,7575.06,Small Business,UPI
ORD-0423,2026-01-04,West,Gujarat,Ahmedabad,Aarav,Home Appliances,Kitchen,Mixer Grinder,4,4200,0.0,16800.0,13912.31,2887.69,Small Business,Cash
ORD-0013,2026-01-09,South,Telangana,Nizamabad,Meera,Electronics,Accessories,Wireless Earbuds,6,2500,0.05,14250.0,9210.78,5039.22,Corporate,Debit Card
ORD-0229,2026-01-10,South,Kerala,Kochi,Aarav,Electronics,Mobiles,Smartphone Pro,3,42000,0.05,119700.0,91935.9,27764.1,Consumer,Net Banking
ORD-0334,2026-01-10,East,Odisha,Cuttack,Kabir,Office Supplies,Paper,Premium Paper,6,650,0.0,3900.0,3006.07,893.93,Corporate,Net Banking
ORD-0487,2026-01-10,South,Tamil Nadu,Chennai,Ishita,Office Supplies,Writing,Notebook,5,180,0.1,810.0,562.13,247.87,Consumer,Credit Card
ORD-0199,2026-01-11,West,Maharashtra,Nagpur,Meera,Home Appliances,Cleaning,Robot Vacuum,4,26000,0.15,88400.0,64909.02,23490.98,Small Business,Net Banking
ORD-0064,2026-01-12,East,Odisha,Bhubaneswar,Aarav,Electronics,Laptops,Laptop Pro,3,82000,0.05,233700.0,195614.7,38085.3,Consumer,UPI
ORD-0361,2026-01-13,West,Rajasthan,Udaipur,Rohan,Electronics,Accessories,Power Bank,7,1800,0.0,12600.0,9031.84,3568.16,Consumer,Net Banking
ORD-0163,2026-01-16,East,West Bengal,Howrah,Ananya,Electronics,Accessories,Smart Watch,1,6500,0.1,5850.0,4611.31,1238.69,Corporate,Credit Card
ORD-0012,2026-01-20,West,Goa,Margao,Aarav,Home Appliances,Cleaning,Robot Vacuum,4,26000,0.05,98800.0,80966.82,17833.18,Corporate,UPI
ORD-0088,2026-01-21,North,Delhi,Gurugram,Kabir,Furniture,Tables,Office Desk,1,14500,0.15,12325.0,8568.34,3756.66,Corporate,UPI
ORD-0121,2026-01-22,West,Gujarat,Ahmedabad,Rohan,Home Appliances,Kitchen,Electric Kettle,3,1800,0.15,4590.0,3614.28,975.72,Consumer,UPI
ORD-0259,2026-01-22,East,West Bengal,Kolkata,Arjun,Home Appliances,Cleaning,Steam Mop,1,5200,0.0,5200.0,3697.21,1502.79,Consumer,Net Banking
ORD-0307,2026-01-24,East,West Bengal,Kolkata,Ananya,Office Supplies,Writing,Ball Pen Set,5,250,0.05,1187.5,974.98,212.52,Corporate,Credit Card
ORD-0415,2026-01-25,South,Karnataka,Bengaluru,Ishita,Electronics,Mobiles,Smartphone X,7,28000,0.15,166600.0,138878.9,27721.1,Corporate,Net Banking
ORD-0021,2026-01-27,South,Telangana,Hyderabad,Arjun,Electronics,Mobiles,Smartphone X,6,28000,0.05,159600.0,125162.81,34437.19,Corporate,UPI
ORD-0239,2026-01-30,North,Uttar Pradesh,Noida,Arjun,Home Appliances,Cooling,Tower Fan,5,7200,0.1,32400.0,20358.73,12041.27,Consumer,Net Banking
ORD-0256,2026-02-01,South,Telangana,Warangal,Ananya,Office Supplies,Stationery,Stapler,4,280,0.15,952.0,629.2,322.8,Small Business,UPI
ORD-0548,2026-02-01,North,Delhi,Noida,Diya,Furniture,Storage,Filing Cabinet,3,9200,0.15,23460.0,19334.87,4125.13,Consumer,Cash
ORD-0343,2026-02-03,West,Gujarat,Ahmedabad,Diya,Furniture,Chairs,Executive Chair,5,12500,0.05,59375.0,43960.79,15414.21,Consumer,Credit Card
ORD-0328,2026-02-04,West,Rajasthan,Jaipur,Rohan,Office Supplies,Paper,Premium Paper,3,650,0.2,1560.0,1050.08,509.92,Consumer,Cash
ORD-0321,2026-02-04,North,Uttar Pradesh,Lucknow,Arjun,Furniture,Chairs,Visitor Chair,4,3200,0.05,12160.0,7963.7,4196.3,Corporate,Credit Card
ORD-0124,2026-02-05,South,Tamil Nadu,Chennai,Ananya,Home Appliances,Cleaning,Vacuum Cleaner,3,9800,0.1,26460.0,17016.02,9443.98,Small Business,UPI
ORD-0433,2026-02-05,East,West Bengal,Kolkata,Ananya,Home Appliances,Cleaning,Vacuum Cleaner,5,9800,0.05,46550.0,32110.53,14439.47,Corporate,UPI
ORD-0507,2026-02-06,North,Uttar Pradesh,Lucknow,Ishita,Furniture,Chairs,Executive Chair,5,12500,0.15,53125.0,36501.06,16623.94,Consumer,UPI
ORD-0185,2026-02-09,South,Kerala,Kozhikode,Diya,Home Appliances,Cooling,Tower Fan,5,7200,0.1,32400.0,20101.4,12298.6,Corporate,Credit Card
ORD-0094,2026-02-10,South,Kerala,Kochi,Rohan,Office Supplies,Stationery,Calculator,2,750,0.05,1425.0,1182.61,242.39,Consumer,UPI
ORD-0218,2026-02-10,East,Jharkhand,Jamshedpur,Meera,Furniture,Storage,Storage Unit,1,11500,0.05,10925.0,7169.66,3755.34,Small Business,Credit Card
ORD-0192,2026-02-12,South,Tamil Nadu,Coimbatore,Ananya,Electronics,Laptops,Laptop Air,7,58000,0.15,345100.0,249801.77,95298.23,Consumer,UPI
ORD-0405,2026-02-15,North,Haryana,Panipat,Kabir,Home Appliances,Cooling,Room Heater,7,4800,0.05,31920.0,24269.11,7650.89,Consumer,Credit Card
ORD-0419,2026-02-16,West,Gujarat,Ahmedabad,Meera,Furniture,Chairs,Visitor Chair,3,3200,0.2,7680.0,5675.87,2004.13,Consumer,Debit Card
ORD-0265,2026-02-16,West,Maharashtra,Pune,Kabir,Electronics,Accessories,Power Bank,5,1800,0.15,7650.0,5813.31,1836.69,Consumer,UPI
ORD-0413,2026-02-17,South,Telangana,Warangal,Meera,Furniture,Storage,Storage Unit,6,11500,0.0,69000.0,45392.27,23607.73,Corporate,Net Banking
ORD-0564,2026-02-17,North,Haryana,Panipat,Arjun,Electronics,Laptops,Business Laptop,6,68000,0.1,367200.0,243790.81,123409.19,Corporate,UPI
ORD-0506,2026-02-19,East,Odisha,Bhubaneswar,Diya,Home Appliances,Kitchen,Electric Kettle,5,1800,0.05,8550.0,6952.05,1597.95,Small Business,Credit Card
ORD-0015,2026-02-20,North,Delhi,New Delhi,Arjun,Office Supplies,Writing,Notebook,5,180,0.1,810.0,677.84,132.16,Corporate,Debit Card
ORD-0285,2026-02-22,North,Haryana,Panipat,Kabir,Home Appliances,Cooling,Room Heater,2,4800,0.1,8640.0,6994.7,1645.3,Consumer,UPI
ORD-0036,2026-02-22,North,Haryana,Faridabad,Kabir,Office Supplies,Paper,Premium Paper,5,650,0.15,2762.5,1726.89,1035.61,Consumer,UPI
ORD-0069,2026-02-23,East,Jharkhand,Ranchi,Ishita,Electronics,Mobiles,Smartphone X,1,28000,0.1,25200.0,18238.42,6961.58,Consumer,Net Banking
ORD-0517,2026-02-23,South,Kerala,Thiruvananthapuram,Ishita,Electronics,Mobiles,Smartphone X,7,28000,0.0,196000.0,131853.53,64146.47,Corporate,UPI
ORD-0167,2026-02-24,North,Uttar Pradesh,Lucknow,Ananya,Furniture,Storage,Bookshelf,5,8500,0.1,38250.0,26292.12,11957.88,Small Business,Debit Card
ORD-0225,2026-02-24,West,Rajasthan,Udaipur,Diya,Electronics,Laptops,Laptop Pro,2,82000,0.1,147600.0,117501.12,30098.88,Consumer,Credit Card
ORD-0496,2026-02-25,South,Telangana,Nizamabad,Arjun,Electronics,Mobiles,Smartphone Pro,1,42000,0.05,39900.0,30845.69,9054.31,Consumer,Credit Card
ORD-0566,2026-02-26,East,Bihar,Patna,Diya,Furniture,Tables,Study Table,6,6500,0.15,33150.0,25673.29,7476.71,Small Business,Net Banking
ORD-0346,2026-02-26,South,Telangana,Warangal,Meera,Electronics,Accessories,Wireless Earbuds,5,2500,0.1,11250.0,7324.53,3925.47,Consumer,UPI
ORD-0374,2026-02-27,West,Gujarat,Ahmedabad,Ananya,Office Supplies,Stationery,Calculator,2,750,0.05,1425.0,897.0,528.0,Consumer,Net Banking
ORD-0308,2026-03-01,South,Kerala,Kochi,Ishita,Electronics,Mobiles,Smartphone X,6,28000,0.1,151200.0,110480.2,40719.8,Corporate,Net Banking
ORD-0233,2026-03-06,North,Punjab,Ludhiana,Ishita,Electronics,Accessories,Power Bank,3,1800,0.0,5400.0,3465.97,1934.03,Small Business,Credit Card
ORD-0152,2026-03-08,North,Uttar Pradesh,Kanpur,Rohan,Furniture,Tables,Study Table,7,6500,0.05,43225.0,35065.72,8159.28,Corporate,Debit Card
ORD-0051,2026-03-13,North,Delhi,Gurugram,Arjun,Electronics,Mobiles,Budget Phone,6,14000,0.1,75600.0,55759.25,19840.75,Corporate,Net Banking
ORD-0022,2026-03-14,East,Bihar,Muzaffarpur,Meera,Office Supplies,Writing,Notebook,6,180,0.2,864.0,610.4,253.6,Corporate,Net Banking
ORD-0335,2026-03-14,West,Gujarat,Surat,Diya,Furniture,Tables,Office Desk,5,14500,0.0,72500.0,54083.09,18416.91,Corporate,UPI
ORD-0366,2026-03-15,South,Telangana,Warangal,Ishita,Furniture,Storage,Filing Cabinet,7,9200,0.0,64400.0,40314.08,24085.92,Consumer,Debit Card
ORD-0436,2026-03-15,East,Bihar,Muzaffarpur,Diya,Furniture,Tables,Conference Table,1,28000,0.1,25200.0,16626.27,8573.73,Consumer,Credit Card
ORD-0232,2026-03-16,South,Telangana,Warangal,Ananya,Furniture,Chairs,Executive Chair,5,12500,0.1,56250.0,45291.33,10958.67,Corporate,UPI
ORD-0251,2026-03-17,South,Karnataka,Mysuru,Arjun,Electronics,Laptops,Business Laptop,3,68000,0.05,193800.0,137314.71,56485.29,Consumer,Net Banking
ORD-0476,2026-03-18,West,Goa,Panaji,Meera,Office Supplies,Paper,A4 Paper Pack,1,450,0.05,427.5,328.42,99.08,Corporate,Credit Card
ORD-0364,2026-03-19,West,Goa,Vasco da Gama,Rohan,Electronics,Mobiles,Smartphone Pro,5,42000,0.0,210000.0,146903.21,63096.79,Corporate,UPI
ORD-0481,2026-03-19,East,Bihar,Muzaffarpur,Rohan,Furniture,Storage,Filing Cabinet,4,9200,0.15,31280.0,20000.11,11279.89,Consumer,Credit Card
ORD-0569,2026-03-19,South,Tamil Nadu,Coimbatore,Ishita,Office Supplies,Writing,Marker Set,6,320,0.05,1824.0,1142.21,681.79,Consumer,Debit Card
ORD-0488,2026-03-19,West,Goa,Vasco da Gama,Diya,Electronics,Mobiles,Smartphone Pro,5,42000,0.05,199500.0,143772.98,55727.02,Consumer,UPI
ORD-0365,2026-03-21,West,Gujarat,Ahmedabad,Rohan,Office Supplies,Stationery,Calculator,3,750,0.1,2025.0,1301.5,723.5,Small Business,Cash
ORD-0451,2026-03-22,South,Telangana,Hyderabad,Arjun,Electronics,Mobiles,Smartphone Pro,4,42000,0.1,151200.0,126202.31,24997.69,Consumer,UPI
ORD-0510,2026-03-22,West,Maharashtra,Pune,Rohan,Furniture,Chairs,Executive Chair,3,12500,0.0,37500.0,29713.89,7786.11,Corporate,Cash
ORD-0503,2026-03-22,South,Kerala,Thiruvananthapuram,Ishita,Electronics,Accessories,Smart Watch,2,6500,0.1,11700.0,7296.88,4403.12,Corporate,UPI
ORD-0344,2026-03-23,West,Maharashtra,Mumbai,Ananya,Home Appliances,Cleaning,Robot Vacuum,5,26000,0.1,117000.0,91629.85,25370.15,Consumer,Net Banking
ORD-0031,2026-03-23,West,Rajasthan,Jodhpur,Rohan,Electronics,Laptops,Laptop Air,5,58000,0.05,275500.0,228684.38,46815.62,Corporate,Credit Card
ORD-0358,2026-03-23,South,Telangana,Warangal,Ananya,Electronics,Accessories,Wireless Earbuds,2,2500,0.05,4750.0,3817.13,932.87,Consumer,Credit Card
ORD-0073,2026-03-24,North,Uttar Pradesh,Noida,Ananya,Furniture,Tables,Office Desk,3,14500,0.1,39150.0,27157.54,11992.46,Corporate,Debit Card
ORD-0052,2026-03-25,West,Maharashtra,Mumbai,Aarav,Furniture,Tables,Study Table,3,6500,0.05,18525.0,12330.06,6194.94,Corporate,UPI
ORD-0049,2026-03-26,East,West Bengal,Kolkata,Diya,Home Appliances,Kitchen,Air Fryer,2,6500,0.05,12350.0,9236.02,3113.98,Small Business,Net Banking
ORD-0291,2026-03-28,West,Gujarat,Surat,Aarav,Furniture,Storage,Filing Cabinet,5,9200,0.0,46000.0,30598.66,15401.34,Corporate,Debit Card
ORD-0224,2026-03-29,West,Goa,Panaji,Meera,Office Supplies,Paper,A4 Paper Pack,5,450,0.1,2025.0,1680.52,344.48,Small Business,UPI
ORD-0110,2026-03-30,South,Tamil Nadu,Chennai,Rohan,Office Supplies,Writing,Marker Set,6,320,0.05,1824.0,1421.17,402.83,Consumer,Debit Card
ORD-0037,2026-04-02,East,West Bengal,Durgapur,Meera,Home Appliances,Kitchen,Mixer Grinder,5,4200,0.05,19950.0,13147.78,6802.22,Small Business,Cash
ORD-0001,2026-04-04,South,Tamil Nadu,Madurai,Meera,Office Supplies,Paper,A4 Paper Pack,7,450,0.05,2992.5,1921.17,1071.33,Consumer,UPI
ORD-0002,2026-04-05,East,West Bengal,Howrah,Diya,Office Supplies,Writing,Notebook,2,180,0.0,360.0,237.73,122.27,Corporate,Credit Card
ORD-0526,2026-04-06,South,Kerala,Kochi,Ananya,Electronics,Laptops,Business Laptop,7,68000,0.05,452200.0,323364.07,128835.93,Corporate,UPI
ORD-0557,2026-04-07,North,Delhi,Noida,Aarav,Home Appliances,Cooling,Tower Fan,1,7200,0.15,6120.0,3897.8,2222.2,Small Business,Net Banking
ORD-0009,2026-04-07,North,Haryana,Faridabad,Kabir,Electronics,Accessories,Smart Watch,3,6500,0.1,17550.0,12359.48,5190.52,Corporate,Credit Card
ORD-0337,2026-04-10,North,Delhi,Gurugram,Arjun,Electronics,Accessories,Wireless Earbuds,3,2500,0.05,7125.0,4756.44,2368.56,Corporate,Debit Card
ORD-0260,2026-04-10,South,Tamil Nadu,Madurai,Meera,Home Appliances,Cleaning,Steam Mop,6,5200,0.15,26520.0,19096.58,7423.42,Consumer,Net Banking
ORD-0582,2026-04-11,South,Telangana,Hyderabad,Arjun,Electronics,Mobiles,Smartphone Pro,3,42000,0.15,107100.0,74435.85,32664.15,Consumer,UPI
ORD-0160,2026-04-11,North,Haryana,Gurugram,Arjun,Furniture,Storage,Storage Unit,4,11500,0.05,43700.0,36154.11,7545.89,Consumer,Net Banking
ORD-0220,2026-04-12,East,Odisha,Cuttack,Ananya,Electronics,Mobiles,Smartphone X,4,28000,0.1,100800.0,82618.06,18181.94,Consumer,Credit Card
ORD-0520,2026-04-13,West,Goa,Vasco da Gama,Meera,Furniture,Tables,Study Table,6,6500,0.05,37050.0,30270.67,6779.33,Consumer,UPI
ORD-0578,2026-04-13,West,Goa,Margao,Arjun,Electronics,Laptops,Business Laptop,5,68000,0.0,340000.0,219734.78,120265.22,Consumer,Debit Card
ORD-0040,2026-04-14,West,Rajasthan,Jodhpur,Ananya,Office Supplies,Paper,A4 Paper Pack,3,450,0.1,1215.0,901.3,313.7,Small Business,Net Banking
ORD-0063,2026-04-15,West,Goa,Panaji,Diya,Office Supplies,Stationery,Stapler,5,280,0.1,1260.0,943.14,316.86,Corporate,Credit Card
ORD-0596,2026-04-15,North,Delhi,Noida,Diya,Home Appliances,Kitchen,Electric Kettle,4,1800,0.1,6480.0,4019.41,2460.59,Consumer,Net Banking
